date,open,high,low,close,volume
2026-02-27,258.0,260.0,244.0,258.0,4853064000
2026-03-02,252.0,266.0,246.0,248.0,5332814900
2026-03-03,258.0,262.0,248.0,252.0,4765414000
2026-03-04,256.0,256.0,226.0,234.0,7871045500
2026-03-05,246.0,248.0,238.0,240.0,3410343700
2026-03-06,240.0,244.0,226.0,230.0,3885133200
2026-03-09,214.0,226.0,200.0,220.0,6510531900
2026-03-10,230.0,240.0,228.0,240.0,5461317400
2026-03-11,242.0,244.0,226.0,226.0,2994827600
2026-03-12,226.0,228.0,216.0,218.0,3743282000
2026-03-13,220.0,220.0,206.0,210.0,4126257700
2026-03-16,214.0,214.0,202.0,204.0,3325002300
2026-03-17,208.0,212.0,202.0,206.0,2059278600
2026-03-25,208.0,232.0,206.0,226.0,4993415800
2026-03-26,228.0,232.0,214.0,214.0,3841879100
2026-03-27,214.0,220.0,210.0,214.0,1993219700
2026-03-30,214.0,228.0,206.0,226.0,3307221900
2026-03-31,230.0,234.0,216.0,216.0,3102922800
2026-04-01,224.0,238.0,222.0,238.0,4232886000
2026-04-02,232.0,234.0,226.0,228.0,3239932500
2026-04-06,228.0,250.0,228.0,242.0,6099108000
2026-04-07,242.0,246.0,234.0,236.0,2937748500
2026-04-08,246.0,254.0,244.0,252.0,7028235400
2026-04-09,248.0,250.0,240.0,244.0,3231004700
2026-04-10,246.0,254.0,246.0,246.0,3723636000
2026-04-13,242.0,250.0,240.0,244.0,2492525700
2026-04-14,250.0,262.0,246.0,262.0,6975324100
2026-04-15,266.0,268.0,252.0,252.0,4737542700
2026-04-16,254.0,258.0,248.0,250.0,2690537600
2026-04-17,250.0,256.0,248.0,248.0,2031335300
2026-04-20,250.0,250.0,240.0,242.0,2320011600
2026-04-21,242.0,244.0,238.0,240.0,2190621300
2026-04-22,242.0,246.0,240.0,240.0,1883526900
2026-04-23,240.0,242.0,230.0,230.0,3490960700
2026-04-24,232.0,236.0,216.0,216.0,4442692000
2026-04-27,220.0,230.0,218.0,224.0,2505952300
2026-04-28,228.0,230.0,220.0,228.0,1800570700
2026-04-29,230.0,234.0,228.0,230.0,1730505500
2026-04-30,230.0,244.0,220.0,240.0,4363737300
2026-05-04,240.0,250.0,230.0,230.0,3204619800
2026-05-05,230.0,234.0,226.0,230.0,1724471500
2026-05-06,234.0,238.0,228.0,230.0,1589946400
2026-05-07,236.0,238.0,230.0,230.0,2112241300
2026-05-08,230.0,232.0,216.0,216.0,2855783300
2026-05-11,216.0,224.0,208.0,212.0,3964376600
2026-05-12,214.0,214.0,208.0,212.0,1533188100
2026-05-13,210.0,220.0,210.0,214.0,2164725500
2026-05-14,214.0,214.0,214.0,214.0,0
2026-05-15,214.0,214.0,214.0,214.0,0
2026-05-18,214.0,214.0,202.0,206.0,2951177000
2026-05-19,208.0,212.0,178.0,186.0,9180486400
2026-05-20,181.0,191.0,167.0,173.0,10612750600
2026-05-21,179.0,179.0,157.0,164.0,7188689100
2026-05-22,164.0,186.0,160.0,185.0,6616733300
2026-05-25,183.0,184.0,171.0,171.0,4461704000
2026-05-26,169.0,177.0,166.0,166.0,2698201800
2026-05-27,166.0,166.0,166.0,166.0,0
2026-05-28,166.0,166.0,166.0,166.0,0
2026-05-29,168.0,173.0,166.0,168.0,2216070000
2026-06-02,171.0,175.0,160.0,161.0,2680035900
