date,open,high,low,close,volume
2025-12-16,340.0,358.0,330.0,348.0,5809011900
2025-12-17,354.0,360.0,346.0,348.0,4247375400
2025-12-18,350.0,352.0,334.0,340.0,3544112800
2025-12-19,346.0,350.0,338.0,344.0,2748766200
2025-12-22,348.0,394.0,346.0,394.0,12257775400
2025-12-23,402.0,406.0,376.0,380.0,8335353200
2025-12-24,382.0,384.0,360.0,362.0,4795205000
2025-12-29,362.0,376.0,354.0,366.0,5492663300
2025-12-30,370.0,372.0,362.0,366.0,2812869800
2026-01-02,372.0,424.0,370.0,420.0,11771094600
2026-01-05,428.0,476.0,420.0,464.0,13048421800
2026-01-06,466.0,484.0,452.0,464.0,8648116700
2026-01-07,464.0,478.0,452.0,452.0,6102514400
2026-01-08,450.0,460.0,442.0,460.0,3629921000
2026-01-09,470.0,480.0,456.0,462.0,7430491000
2026-01-12,468.0,472.0,394.0,436.0,9759299800
2026-01-13,436.0,448.0,396.0,406.0,9716507600
2026-01-14,414.0,434.0,410.0,422.0,6113687100
2026-01-15,426.0,428.0,404.0,410.0,4173617100
2026-01-19,410.0,412.0,390.0,412.0,6004590000
2026-01-20,432.0,440.0,414.0,414.0,9992920600
2026-01-21,408.0,408.0,380.0,386.0,8369517000
2026-01-22,390.0,396.0,346.0,348.0,11300872300
2026-01-23,350.0,364.0,330.0,360.0,9715093500
2026-01-26,358.0,368.0,332.0,332.0,8341641400
2026-01-27,336.0,346.0,328.0,344.0,5796234400
2026-01-28,294.0,294.0,294.0,294.0,2063059700
2026-01-29,250.0,282.0,250.0,250.0,24522161400
2026-01-30,258.0,272.0,246.0,258.0,10768790900
2026-02-02,260.0,264.0,220.0,220.0,12444107400
2026-02-03,212.0,266.0,198.0,264.0,13881927300
2026-02-04,258.0,266.0,240.0,246.0,9402318400
2026-02-05,242.0,256.0,240.0,240.0,4278275700
2026-02-06,232.0,238.0,218.0,226.0,6515359700
2026-02-09,236.0,244.0,224.0,240.0,5917512800
2026-02-10,238.0,264.0,236.0,248.0,10011575000
2026-02-11,252.0,286.0,252.0,272.0,15389213700
2026-02-12,280.0,282.0,266.0,270.0,7425236700
2026-02-13,264.0,296.0,262.0,292.0,11232277200
2026-02-18,292.0,298.0,284.0,284.0,10336439600
2026-02-19,286.0,306.0,286.0,300.0,9628948200
2026-02-20,302.0,306.0,292.0,294.0,3790944800
2026-02-23,300.0,306.0,294.0,296.0,4008241200
2026-02-24,296.0,298.0,270.0,274.0,8768902000
2026-02-25,270.0,282.0,262.0,270.0,6672829400
2026-02-26,274.0,278.0,252.0,258.0,6083786000
2026-02-27,258.0,260.0,244.0,258.0,4853064000
2026-03-02,252.0,266.0,246.0,248.0,5332814900
2026-03-03,258.0,262.0,248.0,252.0,4765414000
2026-03-04,256.0,256.0,226.0,234.0,7871045500
2026-03-05,246.0,248.0,238.0,240.0,3410343700
2026-03-06,240.0,244.0,226.0,230.0,3885133200
2026-03-09,214.0,226.0,200.0,220.0,6510531900
2026-03-10,230.0,240.0,228.0,240.0,5461317400
2026-03-11,242.0,244.0,226.0,226.0,2994827600
2026-03-12,226.0,228.0,216.0,218.0,3743282000
2026-03-13,220.0,220.0,206.0,210.0,4126257700
2026-03-16,214.0,214.0,202.0,204.0,3325002300
2026-03-17,208.0,212.0,202.0,206.0,2059278600
2026-03-25,208.0,232.0,206.0,226.0,4993415800
