date,open,high,low,close,volume
2026-02-20,640.0,645.0,610.0,615.0,415335700
2026-02-23,630.0,640.0,610.0,615.0,361890500
2026-02-24,615.0,630.0,560.0,560.0,1070919200
2026-02-25,545.0,585.0,540.0,555.0,1002859600
2026-02-26,565.0,570.0,515.0,525.0,747575900
2026-02-27,520.0,540.0,500.0,525.0,960661700
2026-03-02,505.0,540.0,494.0,500.0,842103500
2026-03-03,515.0,525.0,494.0,500.0,422285500
2026-03-04,505.0,505.0,450.0,466.0,1035659600
2026-03-05,490.0,494.0,464.0,468.0,456001100
2026-03-06,464.0,468.0,432.0,438.0,557251700
2026-03-09,400.0,426.0,380.0,410.0,802704300
2026-03-10,438.0,462.0,426.0,460.0,666843500
2026-03-11,462.0,464.0,428.0,428.0,567213700
2026-03-12,424.0,434.0,406.0,410.0,433423400
2026-03-13,408.0,416.0,392.0,396.0,488103200
2026-03-16,396.0,414.0,372.0,394.0,456749600
2026-03-17,400.0,410.0,388.0,394.0,381102100
2026-03-25,400.0,460.0,394.0,460.0,938460600
2026-03-26,460.0,474.0,438.0,440.0,780498200
2026-03-27,450.0,468.0,440.0,448.0,1125633800
2026-03-30,444.0,458.0,432.0,456.0,622885400
2026-03-31,460.0,464.0,434.0,436.0,572446300
2026-04-01,452.0,505.0,448.0,505.0,1347419100
2026-04-02,486.0,492.0,468.0,468.0,931241800
2026-04-06,468.0,505.0,462.0,484.0,1368623500
2026-04-07,486.0,494.0,476.0,476.0,573757100
2026-04-08,510.0,520.0,496.0,515.0,1200197000
2026-04-09,505.0,510.0,496.0,500.0,651785400
2026-04-10,505.0,535.0,505.0,515.0,878531300
2026-04-13,500.0,530.0,500.0,525.0,749143500
2026-04-14,535.0,580.0,530.0,580.0,1429141100
2026-04-15,590.0,595.0,555.0,555.0,805275200
2026-04-16,565.0,575.0,545.0,555.0,412235800
2026-04-17,555.0,575.0,550.0,550.0,370423000
2026-04-20,555.0,575.0,545.0,550.0,482819100
2026-04-21,550.0,565.0,550.0,560.0,389718100
2026-04-22,560.0,570.0,550.0,550.0,337895400
2026-04-23,555.0,555.0,515.0,515.0,561316500
2026-04-24,520.0,525.0,484.0,486.0,823577700
2026-04-27,494.0,510.0,492.0,500.0,520339700
2026-04-28,505.0,510.0,492.0,505.0,333518200
2026-04-29,510.0,510.0,498.0,500.0,191102100
2026-04-30,498.0,505.0,468.0,496.0,739186500
2026-05-04,500.0,515.0,492.0,494.0,362815700
2026-05-05,494.0,515.0,488.0,510.0,407467600
2026-05-06,525.0,535.0,520.0,520.0,500418000
2026-05-07,525.0,535.0,515.0,515.0,383670500
2026-05-08,515.0,515.0,472.0,474.0,513066500
2026-05-11,476.0,500.0,456.0,468.0,446651500
2026-05-12,470.0,476.0,458.0,474.0,249168200
2026-05-13,472.0,505.0,466.0,484.0,428713700
2026-05-14,484.0,484.0,484.0,484.0,0
2026-05-15,484.0,484.0,484.0,484.0,0
2026-05-18,480.0,482.0,424.0,440.0,707271300
2026-05-19,448.0,450.0,374.0,388.0,1608515700
2026-05-20,370.0,392.0,352.0,378.0,1400274000
2026-05-21,390.0,390.0,324.0,334.0,1178095800
2026-05-22,326.0,398.0,320.0,378.0,1219258500
2026-05-25,380.0,384.0,350.0,350.0,649999200
